,UR_PRCP,UR_TMAX,UR_TMIN,MJOPhase_OLR,MJOAmplitude_OLR,UR_ERA5_Soil_Moisture_Lev1,UR_ERA5_Soil_Moisture_Lev2,MJOPhase_OLR_lag5,MJOPhase_OLR_lag10,MJOPhase_OLR_lag15,MJOPhase_OLR_lag20,MJOPhase_OLR_lag25,MJOPhase_OLR_lag30,MJOAmplitude_OLR_lag5,MJOAmplitude_OLR_lag10,MJOAmplitude_OLR_lag15,MJOAmplitude_OLR_lag20,MJOAmplitude_OLR_lag25,MJOAmplitude_OLR_lag30,UR_ERA5_Soil_Moisture_Lev1_lag5,UR_ERA5_Soil_Moisture_Lev1_lag10,UR_ERA5_Soil_Moisture_Lev1_lag15,UR_ERA5_Soil_Moisture_Lev1_lag20,UR_ERA5_Soil_Moisture_Lev1_lag25,UR_ERA5_Soil_Moisture_Lev1_lag30,UR_ERA5_Soil_Moisture_Lev2_lag5,UR_ERA5_Soil_Moisture_Lev2_lag10,UR_ERA5_Soil_Moisture_Lev2_lag15,UR_ERA5_Soil_Moisture_Lev2_lag20,UR_ERA5_Soil_Moisture_Lev2_lag25,UR_ERA5_Soil_Moisture_Lev2_lag30
1985-07-14,,,,8,0.479,0.42071488,0.43202898,2.0,1.0,8.0,6.0,5.0,4.0,0.3987,0.5401,0.9555,1.8772,2.5372,1.494,0.44470733,0.49592012,0.4851531,0.43230698,0.43553877,0.40721574,0.45160496,0.48279512,0.4496441,0.4357349,0.4385043,0.4207014
1985-07-15,,,,1,0.6646,0.4152765,0.4270658,2.0,1.0,8.0,6.0,5.0,4.0,0.2277,0.4718,0.8198,1.7601,2.389,1.7285,0.45078486,0.4840001,0.4905657,0.42700288,0.43315917,0.4633518,0.44890264,0.48952046,0.49827373,0.4316522,0.4361349,0.42085505
1985-07-16,,24.4,,1,1.0372,0.41136038,0.42370862,1.0,1.0,8.0,6.0,5.0,5.0,0.3024,0.6078,0.8036,1.5352,2.3211,2.0257,0.43957624,0.47902653,0.47267655,0.4787089,0.4433826,0.45584238,0.44453698,0.48404142,0.481272,0.44089812,0.43912745,0.43474227
1985-07-17,,,,1,1.0999,0.4095179,0.42090386,8.0,1.0,8.0,7.0,5.0,5.0,0.4437,0.5139,0.4725,1.2645,2.2772,2.2145,0.4324787,0.46341246,0.4597081,0.45841438,0.44148847,0.4534989,0.44019574,0.47013226,0.46856645,0.45226473,0.43824947,0.43886283
1985-07-18,,,,1,1.4293,0.40401754,0.4180357,8.0,1.0,1.0,7.0,5.0,5.0,0.4104,0.5044,0.3888,1.1847,2.1755,2.3419,0.42616233,0.45312703,0.451424,0.44558275,0.43841034,0.4426105,0.43602514,0.45946196,0.46019363,0.4486185,0.43798727,0.44015914
1985-07-19,,,,1,1.5711,0.39770633,0.41478458,8.0,2.0,1.0,8.0,6.0,5.0,0.479,0.3987,0.5401,0.9555,1.8772,2.5372,0.42071488,0.44470733,0.49592012,0.4851531,0.43230698,0.43553877,0.43202898,0.45160496,0.48279512,0.4496441,0.4357349,0.4385043
1985-07-20,,,,1,1.634,0.47606462,0.45811933,1.0,2.0,1.0,8.0,6.0,5.0,0.6646,0.2277,0.4718,0.8198,1.7601,2.389,0.4152765,0.45078486,0.4840001,0.4905657,0.42700288,0.43315917,0.4270658,0.44890264,0.48952046,0.49827373,0.4316522,0.4361349
1985-07-21,,,,1,1.5073,0.45348984,0.4557597,1.0,1.0,1.0,8.0,6.0,5.0,1.0372,0.3024,0.6078,0.8036,1.5352,2.3211,0.41136038,0.43957624,0.47902653,0.47267655,0.4787089,0.4433826,0.42370862,0.44453698,0.48404142,0.481272,0.44089812,0.43912745
1985-07-22,,17.7,,1,1.3033,0.44293585,0.4503721,1.0,8.0,1.0,8.0,7.0,5.0,1.0999,0.4437,0.5139,0.4725,1.2645,2.2772,0.4095179,0.4324787,0.46341246,0.4597081,0.45841438,0.44148847,0.42090386,0.44019574,0.47013226,0.46856645,0.45226473,0.43824947
1985-07-23,,,,8,0.8951,0.43505973,0.44492844,1.0,8.0,1.0,1.0,7.0,5.0,1.4293,0.4104,0.5044,0.3888,1.1847,2.1755,0.40401754,0.42616233,0.45312703,0.451424,0.44558275,0.43841034,0.4180357,0.43602514,0.45946196,0.46019363,0.4486185,0.43798727
1985-07-24,,,,8,0.6568,0.4281391,0.43962136,1.0,8.0,2.0,1.0,8.0,6.0,1.5711,0.479,0.3987,0.5401,0.9555,1.8772,0.39770633,0.42071488,0.44470733,0.49592012,0.4851531,0.43230698,0.41478458,0.43202898,0.45160496,0.48279512,0.4496441,0.4357349
1985-07-25,,,,8,0.5946,0.42298347,0.43500447,1.0,1.0,2.0,1.0,8.0,6.0,1.634,0.6646,0.2277,0.4718,0.8198,1.7601,0.47606462,0.4152765,0.45078486,0.4840001,0.4905657,0.42700288,0.45811933,0.4270658,0.44890264,0.48952046,0.49827373,0.4316522
1985-07-26,,,,7,0.5167,0.41739792,0.4311412,1.0,1.0,1.0,1.0,8.0,6.0,1.5073,1.0372,0.3024,0.6078,0.8036,1.5352,0.45348984,0.41136038,0.43957624,0.47902653,0.47267655,0.4787089,0.4557597,0.42370862,0.44453698,0.48404142,0.481272,0.44089812
1985-07-27,,,,8,0.5937,0.49609572,0.49146914,1.0,1.0,8.0,1.0,8.0,7.0,1.3033,1.0999,0.4437,0.5139,0.4725,1.2645,0.44293585,0.4095179,0.4324787,0.46341246,0.4597081,0.45841438,0.4503721,0.42090386,0.44019574,0.47013226,0.46856645,0.45226473
1985-07-28,,,,8,0.7918,0.4757573,0.4830866,8.0,1.0,8.0,1.0,1.0,7.0,0.8951,1.4293,0.4104,0.5044,0.3888,1.1847,0.43505973,0.40401754,0.42616233,0.45312703,0.451424,0.44558275,0.44492844,0.4180357,0.43602514,0.45946196,0.46019363,0.4486185
1985-07-29,,,,8,0.6916,0.46132204,0.4708066,8.0,1.0,8.0,2.0,1.0,8.0,0.6568,1.5711,0.479,0.3987,0.5401,0.9555,0.4281391,0.39770633,0.42071488,0.44470733,0.49592012,0.4851531,0.43962136,0.41478458,0.43202898,0.45160496,0.48279512,0.4496441
1985-07-30,,17.9,,8,0.4487,0.49612415,0.49618113,8.0,1.0,1.0,2.0,1.0,8.0,0.5946,1.634,0.6646,0.2277,0.4718,0.8198,0.42298347,0.47606462,0.4152765,0.45078486,0.4840001,0.4905657,0.43500447,0.45811933,0.4270658,0.44890264,0.48952046,0.49827373
1985-07-31,,,,8,0.3216,0.4965218,0.49475804,7.0,1.0,1.0,1.0,1.0,8.0,0.5167,1.5073,1.0372,0.3024,0.6078,0.8036,0.41739792,0.45348984,0.41136038,0.43957624,0.47902653,0.47267655,0.4311412,0.4557597,0.42370862,0.44453698,0.48404142,0.481272
1985-08-01,,15.9,,8,0.3014,0.47050482,0.47638565,8.0,1.0,1.0,8.0,1.0,8.0,0.5937,1.3033,1.0999,0.4437,0.5139,0.4725,0.49609572,0.44293585,0.4095179,0.4324787,0.46341246,0.4597081,0.49146914,0.4503721,0.42090386,0.44019574,0.47013226,0.46856645
1985-08-02,,,,8,0.2903,0.4880828,0.4873693,8.0,8.0,1.0,8.0,1.0,1.0,0.7918,0.8951,1.4293,0.4104,0.5044,0.3888,0.4757573,0.43505973,0.40401754,0.42616233,0.45312703,0.451424,0.4830866,0.44492844,0.4180357,0.43602514,0.45946196,0.46019363
1985-08-03,,,,1,0.5468,0.49426746,0.4811964,8.0,8.0,1.0,8.0,2.0,1.0,0.6916,0.6568,1.5711,0.479,0.3987,0.5401,0.46132204,0.4281391,0.39770633,0.42071488,0.44470733,0.49592012,0.4708066,0.43962136,0.41478458,0.43202898,0.45160496,0.48279512
1985-08-04,,20.3,,1,0.6996,0.46734795,0.46875912,8.0,8.0,1.0,1.0,2.0,1.0,0.4487,0.5946,1.634,0.6646,0.2277,0.4718,0.49612415,0.42298347,0.47606462,0.4152765,0.45078486,0.4840001,0.49618113,0.43500447,0.45811933,0.4270658,0.44890264,0.48952046
1985-08-05,,,,1,0.4856,0.45440528,0.4584108,8.0,7.0,1.0,1.0,1.0,1.0,0.3216,0.5167,1.5073,1.0372,0.3024,0.6078,0.4965218,0.41739792,0.45348984,0.41136038,0.43957624,0.47902653,0.49475804,0.4311412,0.4557597,0.42370862,0.44453698,0.48404142
1985-08-06,,,,1,0.4269,0.44677708,0.45179033,8.0,8.0,1.0,1.0,8.0,1.0,0.3014,0.5937,1.3033,1.0999,0.4437,0.5139,0.47050482,0.49609572,0.44293585,0.4095179,0.4324787,0.46341246,0.47638565,0.49146914,0.4503721,0.42090386,0.44019574,0.47013226
1985-08-07,,27.6,,1,0.366,0.48089612,0.45152572,8.0,8.0,8.0,1.0,8.0,1.0,0.2903,0.7918,0.8951,1.4293,0.4104,0.5044,0.4880828,0.4757573,0.43505973,0.40401754,0.42616233,0.45312703,0.4873693,0.4830866,0.44492844,0.4180357,0.43602514,0.45946196
1985-08-08,,,,2,0.6848,0.4877548,0.49613357,1.0,8.0,8.0,1.0,8.0,2.0,0.5468,0.6916,0.6568,1.5711,0.479,0.3987,0.49426746,0.46132204,0.4281391,0.39770633,0.42071488,0.44470733,0.4811964,0.4708066,0.43962136,0.41478458,0.43202898,0.45160496
1985-08-09,,,,2,0.7379,0.49219254,0.48820952,1.0,8.0,8.0,1.0,1.0,2.0,0.6996,0.4487,0.5946,1.634,0.6646,0.2277,0.46734795,0.49612415,0.42298347,0.47606462,0.4152765,0.45078486,0.46875912,0.49618113,0.43500447,0.45811933,0.4270658,0.44890264
1985-08-10,,14.2,,3,0.5781,0.48055398,0.48038912,1.0,8.0,7.0,1.0,1.0,1.0,0.4856,0.3216,0.5167,1.5073,1.0372,0.3024,0.45440528,0.4965218,0.41739792,0.45348984,0.41136038,0.43957624,0.4584108,0.49475804,0.4311412,0.4557597,0.42370862,0.44453698
1985-08-11,,,,3,0.7099,0.48401427,0.49693477,1.0,8.0,8.0,1.0,1.0,8.0,0.4269,0.3014,0.5937,1.3033,1.0999,0.4437,0.44677708,0.47050482,0.49609572,0.44293585,0.4095179,0.4324787,0.45179033,0.47638565,0.49146914,0.4503721,0.42090386,0.44019574
1985-08-12,,,,3,0.5648,0.46755195,0.4787209,1.0,8.0,8.0,8.0,1.0,8.0,0.366,0.2903,0.7918,0.8951,1.4293,0.4104,0.48089612,0.4880828,0.4757573,0.43505973,0.40401754,0.42616233,0.45152572,0.4873693,0.4830866,0.44492844,0.4180357,0.43602514
1985-08-13,,,,3,0.4289,0.45705992,0.4676482,2.0,1.0,8.0,8.0,1.0,8.0,0.6848,0.5468,0.6916,0.6568,1.5711,0.479,0.4877548,0.49426746,0.46132204,0.4281391,0.39770633,0.42071488,0.49613357,0.4811964,0.4708066,0.43962136,0.41478458,0.43202898
1985-08-14,,,,4,0.4512,0.44760084,0.45899123,2.0,1.0,8.0,8.0,1.0,1.0,0.7379,0.6996,0.4487,0.5946,1.634,0.6646,0.49219254,0.46734795,0.49612415,0.42298347,0.47606462,0.4152765,0.48820952,0.46875912,0.49618113,0.43500447,0.45811933,0.4270658
1985-08-15,,,,3,0.4903,0.43931288,0.451455,3.0,1.0,8.0,7.0,1.0,1.0,0.5781,0.4856,0.3216,0.5167,1.5073,1.0372,0.48055398,0.45440528,0.4965218,0.41739792,0.45348984,0.41136038,0.48038912,0.4584108,0.49475804,0.4311412,0.4557597,0.42370862
1985-08-16,,24.5,,3,0.5263,0.44037935,0.44832706,3.0,1.0,8.0,8.0,1.0,1.0,0.7099,0.4269,0.3014,0.5937,1.3033,1.0999,0.48401427,0.44677708,0.47050482,0.49609572,0.44293585,0.4095179,0.49693477,0.45179033,0.47638565,0.49146914,0.4503721,0.42090386
1985-08-17,,,,3,0.4713,0.43840516,0.44528696,3.0,1.0,8.0,8.0,8.0,1.0,0.5648,0.366,0.2903,0.7918,0.8951,1.4293,0.46755195,0.48089612,0.4880828,0.4757573,0.43505973,0.40401754,0.4787209,0.45152572,0.4873693,0.4830866,0.44492844,0.4180357
1985-08-18,,,,2,0.6407,0.42626432,0.4385226,3.0,2.0,1.0,8.0,8.0,1.0,0.4289,0.6848,0.5468,0.6916,0.6568,1.5711,0.45705992,0.4877548,0.49426746,0.46132204,0.4281391,0.39770633,0.4676482,0.49613357,0.4811964,0.4708066,0.43962136,0.41478458
1985-08-19,,17.9,,2,0.6876,0.41642305,0.43184605,4.0,2.0,1.0,8.0,8.0,1.0,0.4512,0.7379,0.6996,0.4487,0.5946,1.634,0.44760084,0.49219254,0.46734795,0.49612415,0.42298347,0.47606462,0.45899123,0.48820952,0.46875912,0.49618113,0.43500447,0.45811933
1985-08-20,,,,3,0.313,0.46008384,0.45069528,3.0,3.0,1.0,8.0,7.0,1.0,0.4903,0.5781,0.4856,0.3216,0.5167,1.5073,0.43931288,0.48055398,0.45440528,0.4965218,0.41739792,0.45348984,0.451455,0.48038912,0.4584108,0.49475804,0.4311412,0.4557597
1985-08-21,,,,4,0.2317,0.44303656,0.44665155,3.0,3.0,1.0,8.0,8.0,1.0,0.5263,0.7099,0.4269,0.3014,0.5937,1.3033,0.44037935,0.48401427,0.44677708,0.47050482,0.49609572,0.44293585,0.44832706,0.49693477,0.45179033,0.47638565,0.49146914,0.4503721
1985-08-22,,15.0,,4,0.2369,0.43090862,0.44025058,3.0,3.0,1.0,8.0,8.0,8.0,0.4713,0.5648,0.366,0.2903,0.7918,0.8951,0.43840516,0.46755195,0.48089612,0.4880828,0.4757573,0.43505973,0.44528696,0.4787209,0.45152572,0.4873693,0.4830866,0.44492844
1985-08-23,,,,3,0.2117,0.42181107,0.43426058,2.0,3.0,2.0,1.0,8.0,8.0,0.6407,0.4289,0.6848,0.5468,0.6916,0.6568,0.42626432,0.45705992,0.4877548,0.49426746,0.46132204,0.4281391,0.4385226,0.4676482,0.49613357,0.4811964,0.4708066,0.43962136
1985-08-24,,,,2,0.4408,0.41227198,0.42714137,2.0,4.0,2.0,1.0,8.0,8.0,0.6876,0.4512,0.7379,0.6996,0.4487,0.5946,0.41642305,0.44760084,0.49219254,0.46734795,0.49612415,0.42298347,0.43184605,0.45899123,0.48820952,0.46875912,0.49618113,0.43500447
1985-08-25,,22.0,,2,0.6182,0.40780067,0.42175016,3.0,3.0,3.0,1.0,8.0,7.0,0.313,0.4903,0.5781,0.4856,0.3216,0.5167,0.46008384,0.43931288,0.48055398,0.45440528,0.4965218,0.41739792,0.45069528,0.451455,0.48038912,0.4584108,0.49475804,0.4311412
1985-08-26,,,,3,0.8192,0.491179,0.49322516,4.0,3.0,3.0,1.0,8.0,8.0,0.2317,0.5263,0.7099,0.4269,0.3014,0.5937,0.44303656,0.44037935,0.48401427,0.44677708,0.47050482,0.49609572,0.44665155,0.44832706,0.49693477,0.45179033,0.47638565,0.49146914
1985-08-27,,,,3,0.8718,0.49486655,0.49383488,4.0,3.0,3.0,1.0,8.0,8.0,0.2369,0.4713,0.5648,0.366,0.2903,0.7918,0.43090862,0.43840516,0.46755195,0.48089612,0.4880828,0.4757573,0.44025058,0.44528696,0.4787209,0.45152572,0.4873693,0.4830866
1985-08-28,,,,3,0.8037,0.4665293,0.47543323,3.0,2.0,3.0,2.0,1.0,8.0,0.2117,0.6407,0.4289,0.6848,0.5468,0.6916,0.42181107,0.42626432,0.45705992,0.4877548,0.49426746,0.46132204,0.43426058,0.4385226,0.4676482,0.49613357,0.4811964,0.4708066
1985-08-29,,19.3,,3,0.8376,0.45332974,0.463613,2.0,2.0,4.0,2.0,1.0,8.0,0.4408,0.6876,0.4512,0.7379,0.6996,0.4487,0.41227198,0.41642305,0.44760084,0.49219254,0.46734795,0.49612415,0.42714137,0.43184605,0.45899123,0.48820952,0.46875912,0.49618113
1985-08-30,,,,3,0.4615,0.44438455,0.4552487,2.0,3.0,3.0,3.0,1.0,8.0,0.6182,0.313,0.4903,0.5781,0.4856,0.3216,0.40780067,0.46008384,0.43931288,0.48055398,0.45440528,0.4965218,0.42175016,0.45069528,0.451455,0.48038912,0.4584108,0.49475804
1985-08-31,,19.4,,3,0.6162,0.4349474,0.44752344,3.0,4.0,3.0,3.0,1.0,8.0,0.8192,0.2317,0.5263,0.7099,0.4269,0.3014,0.491179,0.44303656,0.44037935,0.48401427,0.44677708,0.47050482,0.49322516,0.44665155,0.44832706,0.49693477,0.45179033,0.47638565
1985-09-01,,,,4,0.3615,0.42248636,0.43921894,3.0,4.0,3.0,3.0,1.0,8.0,0.8718,0.2369,0.4713,0.5648,0.366,0.2903,0.49486655,0.43090862,0.43840516,0.46755195,0.48089612,0.4880828,0.49383488,0.44025058,0.44528696,0.4787209,0.45152572,0.4873693
1985-09-02,,15.0,,3,0.0619,0.41379812,0.43207413,3.0,3.0,2.0,3.0,2.0,1.0,0.8037,0.2117,0.6407,0.4289,0.6848,0.5468,0.4665293,0.42181107,0.42626432,0.45705992,0.4877548,0.49426746,0.47543323,0.43426058,0.4385226,0.4676482,0.49613357,0.4811964
1985-09-03,,,,8,0.1974,0.40601754,0.42562193,3.0,2.0,2.0,4.0,2.0,1.0,0.8376,0.4408,0.6876,0.4512,0.7379,0.6996,0.45332974,0.41227198,0.41642305,0.44760084,0.49219254,0.46734795,0.463613,0.42714137,0.43184605,0.45899123,0.48820952,0.46875912
1985-09-04,,,,1,0.1771,0.4400553,0.42647067,3.0,2.0,3.0,3.0,3.0,1.0,0.4615,0.6182,0.313,0.4903,0.5781,0.4856,0.44438455,0.40780067,0.46008384,0.43931288,0.48055398,0.45440528,0.4552487,0.42175016,0.45069528,0.451455,0.48038912,0.4584108
1985-09-05,,,,1,0.1494,0.429979,0.42668408,3.0,3.0,4.0,3.0,3.0,1.0,0.6162,0.8192,0.2317,0.5263,0.7099,0.4269,0.4349474,0.491179,0.44303656,0.44037935,0.48401427,0.44677708,0.44752344,0.49322516,0.44665155,0.44832706,0.49693477,0.45179033
1985-09-06,,,,1,0.2947,0.413168,0.42043072,4.0,3.0,4.0,3.0,3.0,1.0,0.3615,0.8718,0.2369,0.4713,0.5648,0.366,0.42248636,0.49486655,0.43090862,0.43840516,0.46755195,0.48089612,0.43921894,0.49383488,0.44025058,0.44528696,0.4787209,0.45152572
1985-09-07,,,,8,0.1481,0.39764178,0.41295418,3.0,3.0,3.0,2.0,3.0,2.0,0.0619,0.8037,0.2117,0.6407,0.4289,0.6848,0.41379812,0.4665293,0.42181107,0.42626432,0.45705992,0.4877548,0.43207413,0.47543323,0.43426058,0.4385226,0.4676482,0.49613357
1985-09-08,,,,2,0.2401,0.38458163,0.4053618,8.0,3.0,2.0,2.0,4.0,2.0,0.1974,0.8376,0.4408,0.6876,0.4512,0.7379,0.40601754,0.45332974,0.41227198,0.41642305,0.44760084,0.49219254,0.42562193,0.463613,0.42714137,0.43184605,0.45899123,0.48820952
1985-09-09,,,,2,0.464,0.36997727,0.39718044,1.0,3.0,2.0,3.0,3.0,3.0,0.1771,0.4615,0.6182,0.313,0.4903,0.5781,0.4400553,0.44438455,0.40780067,0.46008384,0.43931288,0.48055398,0.42647067,0.4552487,0.42175016,0.45069528,0.451455,0.48038912
1985-09-10,,27.4,,2,0.4735,0.4780956,0.429862,1.0,3.0,3.0,4.0,3.0,3.0,0.1494,0.6162,0.8192,0.2317,0.5263,0.7099,0.429979,0.4349474,0.491179,0.44303656,0.44037935,0.48401427,0.42668408,0.44752344,0.49322516,0.44665155,0.44832706,0.49693477
1985-09-11,,,,2,0.4406,0.44982162,0.4410286,1.0,4.0,3.0,4.0,3.0,3.0,0.2947,0.3615,0.8718,0.2369,0.4713,0.5648,0.413168,0.42248636,0.49486655,0.43090862,0.43840516,0.46755195,0.42043072,0.43921894,0.49383488,0.44025058,0.44528696,0.4787209
1985-09-12,,,,3,0.3929,0.48970443,0.46089604,8.0,3.0,3.0,3.0,2.0,3.0,0.1481,0.0619,0.8037,0.2117,0.6407,0.4289,0.39764178,0.41379812,0.4665293,0.42181107,0.42626432,0.45705992,0.41295418,0.43207413,0.47543323,0.43426058,0.4385226,0.4676482
1985-09-13,,24.0,,4,0.4032,0.4753893,0.48306704,2.0,8.0,3.0,2.0,2.0,4.0,0.2401,0.1974,0.8376,0.4408,0.6876,0.4512,0.38458163,0.40601754,0.45332974,0.41227198,0.41642305,0.44760084,0.4053618,0.42562193,0.463613,0.42714137,0.43184605,0.45899123
1985-09-14,,,,2,0.2388,0.48659793,0.49600554,2.0,1.0,3.0,2.0,3.0,3.0,0.464,0.1771,0.4615,0.6182,0.313,0.4903,0.36997727,0.4400553,0.44438455,0.40780067,0.46008384,0.43931288,0.39718044,0.42647067,0.4552487,0.42175016,0.45069528,0.451455
1985-09-15,,,,2,0.2442,0.47755846,0.48673397,2.0,1.0,3.0,3.0,4.0,3.0,0.4735,0.1494,0.6162,0.8192,0.2317,0.5263,0.4780956,0.429979,0.4349474,0.491179,0.44303656,0.44037935,0.429862,0.42668408,0.44752344,0.49322516,0.44665155,0.44832706
1985-09-16,,,,2,0.1673,0.5017369,0.48515964,2.0,1.0,4.0,3.0,4.0,3.0,0.4406,0.2947,0.3615,0.8718,0.2369,0.4713,0.44982162,0.413168,0.42248636,0.49486655,0.43090862,0.43840516,0.4410286,0.42043072,0.43921894,0.49383488,0.44025058,0.44528696
1985-09-17,,18.6,,1,0.2062,0.4700878,0.47283822,3.0,8.0,3.0,3.0,3.0,2.0,0.3929,0.1481,0.0619,0.8037,0.2117,0.6407,0.48970443,0.39764178,0.41379812,0.4665293,0.42181107,0.42626432,0.46089604,0.41295418,0.43207413,0.47543323,0.43426058,0.4385226
1985-09-18,,,,2,0.2006,0.4567746,0.46201307,4.0,2.0,8.0,3.0,2.0,2.0,0.4032,0.2401,0.1974,0.8376,0.4408,0.6876,0.4753893,0.38458163,0.40601754,0.45332974,0.41227198,0.41642305,0.48306704,0.4053618,0.42562193,0.463613,0.42714137,0.43184605
1985-09-19,,,,2,0.2131,0.4881899,0.4941727,2.0,2.0,1.0,3.0,2.0,3.0,0.2388,0.464,0.1771,0.4615,0.6182,0.313,0.48659793,0.36997727,0.4400553,0.44438455,0.40780067,0.46008384,0.49600554,0.39718044,0.42647067,0.4552487,0.42175016,0.45069528
1985-09-20,,,,2,0.2763,0.4695313,0.47683686,2.0,2.0,1.0,3.0,3.0,4.0,0.2442,0.4735,0.1494,0.6162,0.8192,0.2317,0.47755846,0.4780956,0.429979,0.4349474,0.491179,0.44303656,0.48673397,0.429862,0.42668408,0.44752344,0.49322516,0.44665155
1985-09-21,,,,1,0.4042,0.45553118,0.46194968,2.0,2.0,1.0,4.0,3.0,4.0,0.1673,0.4406,0.2947,0.3615,0.8718,0.2369,0.5017369,0.44982162,0.413168,0.42248636,0.49486655,0.43090862,0.48515964,0.4410286,0.42043072,0.43921894,0.49383488,0.44025058
1985-09-22,,22.7,,1,0.5529,0.44245037,0.45172817,1.0,3.0,8.0,3.0,3.0,3.0,0.2062,0.3929,0.1481,0.0619,0.8037,0.2117,0.4700878,0.48970443,0.39764178,0.41379812,0.4665293,0.42181107,0.47283822,0.46089604,0.41295418,0.43207413,0.47543323,0.43426058
1985-09-23,,23.2,,8,0.5785,0.42819333,0.44241148,2.0,4.0,2.0,8.0,3.0,2.0,0.2006,0.4032,0.2401,0.1974,0.8376,0.4408,0.4567746,0.4753893,0.38458163,0.40601754,0.45332974,0.41227198,0.46201307,0.48306704,0.4053618,0.42562193,0.463613,0.42714137
1985-09-24,,,,8,0.4827,0.41664642,0.43476665,2.0,2.0,2.0,1.0,3.0,2.0,0.2131,0.2388,0.464,0.1771,0.4615,0.6182,0.4881899,0.48659793,0.36997727,0.4400553,0.44438455,0.40780067,0.4941727,0.49600554,0.39718044,0.42647067,0.4552487,0.42175016
1985-09-25,,,,8,0.3993,0.41155148,0.42990956,2.0,2.0,2.0,1.0,3.0,3.0,0.2763,0.2442,0.4735,0.1494,0.6162,0.8192,0.4695313,0.47755846,0.4780956,0.429979,0.4349474,0.491179,0.47683686,0.48673397,0.429862,0.42668408,0.44752344,0.49322516
1985-09-26,,,,1,0.3716,0.40091872,0.42206842,1.0,2.0,2.0,1.0,4.0,3.0,0.4042,0.1673,0.4406,0.2947,0.3615,0.8718,0.45553118,0.5017369,0.44982162,0.413168,0.42248636,0.49486655,0.46194968,0.48515964,0.4410286,0.42043072,0.43921894,0.49383488
1985-09-27,,22.8,,1,0.3121,0.38932925,0.41470656,1.0,1.0,3.0,8.0,3.0,3.0,0.5529,0.2062,0.3929,0.1481,0.0619,0.8037,0.44245037,0.4700878,0.48970443,0.39764178,0.41379812,0.4665293,0.45172817,0.47283822,0.46089604,0.41295418,0.43207413,0.47543323
1985-09-28,,18.7,,1,0.2098,0.43538642,0.41424435,8.0,2.0,4.0,2.0,8.0,3.0,0.5785,0.2006,0.4032,0.2401,0.1974,0.8376,0.42819333,0.4567746,0.4753893,0.38458163,0.40601754,0.45332974,0.44241148,0.46201307,0.48306704,0.4053618,0.42562193,0.463613
1985-09-29,,,,2,0.1914,0.48245972,0.4847548,8.0,2.0,2.0,2.0,1.0,3.0,0.4827,0.2131,0.2388,0.464,0.1771,0.4615,0.41664642,0.4881899,0.48659793,0.36997727,0.4400553,0.44438455,0.43476665,0.4941727,0.49600554,0.39718044,0.42647067,0.4552487
1985-09-30,,,,2,0.4574,0.46173653,0.47071636,8.0,2.0,2.0,2.0,1.0,3.0,0.3993,0.2763,0.2442,0.4735,0.1494,0.6162,0.41155148,0.4695313,0.47755846,0.4780956,0.429979,0.4349474,0.42990956,0.47683686,0.48673397,0.429862,0.42668408,0.44752344
1985-10-01,,,,2,0.6014,0.45179582,0.4611302,1.0,1.0,2.0,2.0,1.0,4.0,0.3716,0.4042,0.1673,0.4406,0.2947,0.3615,0.40091872,0.45553118,0.5017369,0.44982162,0.413168,0.42248636,0.42206842,0.46194968,0.48515964,0.4410286,0.42043072,0.43921894
1985-10-02,,,,2,0.4828,0.4408868,0.45269886,1.0,1.0,1.0,3.0,8.0,3.0,0.3121,0.5529,0.2062,0.3929,0.1481,0.0619,0.38932925,0.44245037,0.4700878,0.48970443,0.39764178,0.41379812,0.41470656,0.45172817,0.47283822,0.46089604,0.41295418,0.43207413
1985-10-03,,,,2,0.5477,0.4275891,0.44291756,1.0,8.0,2.0,4.0,2.0,8.0,0.2098,0.5785,0.2006,0.4032,0.2401,0.1974,0.43538642,0.42819333,0.4567746,0.4753893,0.38458163,0.40601754,0.41424435,0.44241148,0.46201307,0.48306704,0.4053618,0.42562193
1985-10-04,,30.6,,3,0.6009,0.41139656,0.43249482,2.0,8.0,2.0,2.0,2.0,1.0,0.1914,0.4827,0.2131,0.2388,0.464,0.1771,0.48245972,0.41664642,0.4881899,0.48659793,0.36997727,0.4400553,0.4847548,0.43476665,0.4941727,0.49600554,0.39718044,0.42647067
1985-10-05,,24.6,,2,0.6034,0.43609914,0.42838767,2.0,8.0,2.0,2.0,2.0,1.0,0.4574,0.3993,0.2763,0.2442,0.4735,0.1494,0.46173653,0.41155148,0.4695313,0.47755846,0.4780956,0.429979,0.47071636,0.42990956,0.47683686,0.48673397,0.429862,0.42668408
1985-10-06,,25.0,,2,0.4121,0.4274522,0.42806694,2.0,1.0,1.0,2.0,2.0,1.0,0.6014,0.3716,0.4042,0.1673,0.4406,0.2947,0.45179582,0.40091872,0.45553118,0.5017369,0.44982162,0.413168,0.4611302,0.42206842,0.46194968,0.48515964,0.4410286,0.42043072
1985-10-07,,22.4,,1,0.435,0.414689,0.42290616,2.0,1.0,1.0,1.0,3.0,8.0,0.4828,0.3121,0.5529,0.2062,0.3929,0.1481,0.4408868,0.38932925,0.44245037,0.4700878,0.48970443,0.39764178,0.45269886,0.41470656,0.45172817,0.47283822,0.46089604,0.41295418
