,AR_PRCP,AR_TMAX,AR_TMIN,MJOPhase_OLR,MJOAmplitude_OLR,AR_ERA5_Soil_Moisture_Lev1,AR_ERA5_Soil_Moisture_Lev2,MJOPhase_OLR_lag5,MJOPhase_OLR_lag10,MJOPhase_OLR_lag15,MJOPhase_OLR_lag20,MJOPhase_OLR_lag25,MJOPhase_OLR_lag30,MJOAmplitude_OLR_lag5,MJOAmplitude_OLR_lag10,MJOAmplitude_OLR_lag15,MJOAmplitude_OLR_lag20,MJOAmplitude_OLR_lag25,MJOAmplitude_OLR_lag30,AR_ERA5_Soil_Moisture_Lev1_lag5,AR_ERA5_Soil_Moisture_Lev1_lag10,AR_ERA5_Soil_Moisture_Lev1_lag15,AR_ERA5_Soil_Moisture_Lev1_lag20,AR_ERA5_Soil_Moisture_Lev1_lag25,AR_ERA5_Soil_Moisture_Lev1_lag30,AR_ERA5_Soil_Moisture_Lev2_lag5,AR_ERA5_Soil_Moisture_Lev2_lag10,AR_ERA5_Soil_Moisture_Lev2_lag15,AR_ERA5_Soil_Moisture_Lev2_lag20,AR_ERA5_Soil_Moisture_Lev2_lag25,AR_ERA5_Soil_Moisture_Lev2_lag30
1980-04-03,0.0,26.1,16.1,8,2.0332,0.1878599,0.21683842,7.0,6.0,7.0,5.0,4.0,2.0,2.226,1.5997,1.4103,0.5164,1.5145,0.8723,0.20713302,0.27365112,0.2811441,0.1591649,0.21383435,0.13511513,0.23620835,0.27835488,0.26458913,0.20272487,0.2390704,0.11967072
1980-04-04,0.0,21.8,12.5,1,1.7324,0.20129332,0.21474749,8.0,7.0,7.0,5.0,4.0,2.0,2.5651,1.837,1.4962,0.7482,1.3194,0.8978,0.2029718,0.25873643,0.29358023,0.24697171,0.20049745,0.33131245,0.23302405,0.2695125,0.26972818,0.20628798,0.23128766,0.27132842
1980-04-05,0.0,24.8,8.2,1,1.6206,0.1929191,0.21106306,8.0,7.0,7.0,5.0,4.0,3.0,2.9645,2.0404,1.5599,0.665,0.9511,1.0195,0.198335,0.24084246,0.30404973,0.29743934,0.18756895,0.2846969,0.22728236,0.25879353,0.2692914,0.24995117,0.2233162,0.27226943
1980-04-06,,28.6,8.2,1,1.6266,0.1847645,0.20778981,8.0,7.0,7.0,6.0,5.0,3.0,2.4393,2.1177,1.5586,0.7874,0.8779,1.0898,0.19488153,0.22817415,0.32292986,0.28202674,0.17816529,0.2562691,0.22390261,0.25038525,0.30078775,0.24854237,0.21740058,0.26125118
1980-04-07,0.0,29.5,17.7,1,1.6315,0.17578325,0.20410535,8.0,7.0,6.0,7.0,5.0,4.0,2.2477,2.0411,1.6071,1.1585,0.5501,1.3538,0.18670735,0.2178613,0.2895645,0.30958453,0.16649985,0.2330417,0.21871907,0.24301773,0.28861952,0.26767635,0.208933,0.2497786
1980-04-08,7.9,19.4,14.8,1,1.5024,0.29112965,0.20531328,8.0,7.0,6.0,7.0,5.0,4.0,2.0332,2.226,1.5997,1.4103,0.5164,1.5145,0.1878599,0.20713302,0.27365112,0.2811441,0.1591649,0.21383435,0.21683842,0.23620835,0.27835488,0.26458913,0.20272487,0.2390704
1980-04-09,7.1,17.6,9.7,2,1.3541,0.2947342,0.2343506,1.0,8.0,7.0,7.0,5.0,4.0,1.7324,2.5651,1.837,1.4962,0.7482,1.3194,0.20129332,0.2029718,0.25873643,0.29358023,0.24697171,0.20049745,0.21474749,0.23302405,0.2695125,0.26972818,0.20628798,0.23128766
1980-04-10,0.0,13.0,9.4,2,1.5282,0.303335,0.27326435,1.0,8.0,7.0,7.0,5.0,4.0,1.6206,2.9645,2.0404,1.5599,0.665,0.9511,0.1929191,0.198335,0.24084246,0.30404973,0.29743934,0.18756895,0.21106306,0.22728236,0.25879353,0.2692914,0.24995117,0.2233162
1980-04-11,7.9,12.8,7.8,2,1.5498,0.31024754,0.28891745,1.0,8.0,7.0,7.0,6.0,5.0,1.6266,2.4393,2.1177,1.5586,0.7874,0.8779,0.1847645,0.19488153,0.22817415,0.32292986,0.28202674,0.17816529,0.20778981,0.22390261,0.25038525,0.30078775,0.24854237,0.21740058
1980-04-12,0.0,14.1,2.0,3,1.7848,0.2914206,0.28402105,1.0,8.0,7.0,6.0,7.0,5.0,1.6315,2.2477,2.0411,1.6071,1.1585,0.5501,0.17578325,0.18670735,0.2178613,0.2895645,0.30958453,0.16649985,0.20410535,0.21871907,0.24301773,0.28861952,0.26767635,0.208933
1980-04-13,2.0,13.1,1.3,3,2.0046,0.27816343,0.2777199,1.0,8.0,7.0,6.0,7.0,5.0,1.5024,2.0332,2.226,1.5997,1.4103,0.5164,0.29112965,0.1878599,0.20713302,0.27365112,0.2811441,0.1591649,0.20531328,0.21683842,0.23620835,0.27835488,0.26458913,0.20272487
1980-04-14,0.0,15.3,-0.2,4,2.0315,0.27206916,0.2727062,2.0,1.0,8.0,7.0,7.0,5.0,1.3541,1.7324,2.5651,1.837,1.4962,0.7482,0.2947342,0.20129332,0.2029718,0.25873643,0.29358023,0.24697171,0.2343506,0.21474749,0.23302405,0.2695125,0.26972818,0.20628798
1980-04-15,0.0,15.9,2.1,4,2.217,0.2624053,0.26707914,2.0,1.0,8.0,7.0,7.0,5.0,1.5282,1.6206,2.9645,2.0404,1.5599,0.665,0.303335,0.1929191,0.198335,0.24084246,0.30404973,0.29743934,0.27326435,0.21106306,0.22728236,0.25879353,0.2692914,0.24995117
1980-04-16,0.0,16.8,-1.2,4,2.2958,0.2557054,0.26175267,2.0,1.0,8.0,7.0,7.0,6.0,1.5498,1.6266,2.4393,2.1177,1.5586,0.7874,0.31024754,0.1847645,0.19488153,0.22817415,0.32292986,0.28202674,0.28891745,0.20778981,0.22390261,0.25038525,0.30078775,0.24854237
1980-04-17,0.0,18.9,8.0,4,2.2475,0.24579957,0.25684145,3.0,1.0,8.0,7.0,6.0,7.0,1.7848,1.6315,2.2477,2.0411,1.6071,1.1585,0.2914206,0.17578325,0.18670735,0.2178613,0.2895645,0.30958453,0.28402105,0.20410535,0.21871907,0.24301773,0.28861952,0.26767635
1980-04-18,0.0,14.3,-0.8,5,2.1661,0.23792471,0.25297368,3.0,1.0,8.0,7.0,6.0,7.0,2.0046,1.5024,2.0332,2.226,1.5997,1.4103,0.27816343,0.29112965,0.1878599,0.20713302,0.27365112,0.2811441,0.2777199,0.20531328,0.21683842,0.23620835,0.27835488,0.26458913
1980-04-19,0.0,15.5,9.0,5,1.9352,0.23152411,0.24742071,4.0,2.0,1.0,8.0,7.0,7.0,2.0315,1.3541,1.7324,2.5651,1.837,1.4962,0.27206916,0.2947342,0.20129332,0.2029718,0.25873643,0.29358023,0.2727062,0.2343506,0.21474749,0.23302405,0.2695125,0.26972818
1980-04-20,0.0,20.6,10.6,5,1.9462,0.23090029,0.24544975,4.0,2.0,1.0,8.0,7.0,7.0,2.217,1.5282,1.6206,2.9645,2.0404,1.5599,0.2624053,0.303335,0.1929191,0.198335,0.24084246,0.30404973,0.26707914,0.27326435,0.21106306,0.22728236,0.25879353,0.2692914
1980-04-21,0.0,22.2,12.9,5,1.7765,0.23039252,0.24237062,4.0,2.0,1.0,8.0,7.0,7.0,2.2958,1.5498,1.6266,2.4393,2.1177,1.5586,0.2557054,0.31024754,0.1847645,0.19488153,0.22817415,0.32292986,0.26175267,0.28891745,0.20778981,0.22390261,0.25038525,0.30078775
1980-04-22,0.0,27.8,13.9,6,1.5245,0.25225472,0.24086611,4.0,3.0,1.0,8.0,7.0,6.0,2.2475,1.7848,1.6315,2.2477,2.0411,1.6071,0.24579957,0.2914206,0.17578325,0.18670735,0.2178613,0.2895645,0.25684145,0.28402105,0.20410535,0.21871907,0.24301773,0.28861952
1980-04-23,15.0,17.6,11.9,6,1.2528,0.30453652,0.25338078,5.0,3.0,1.0,8.0,7.0,6.0,2.1661,2.0046,1.5024,2.0332,2.226,1.5997,0.23792471,0.27816343,0.29112965,0.1878599,0.20713302,0.27365112,0.25297368,0.2777199,0.20531328,0.21683842,0.23620835,0.27835488
1980-04-24,0.0,18.7,9.7,6,0.9671,0.27902085,0.25661224,5.0,4.0,2.0,1.0,8.0,7.0,1.9352,2.0315,1.3541,1.7324,2.5651,1.837,0.23152411,0.27206916,0.2947342,0.20129332,0.2029718,0.25873643,0.24742071,0.2727062,0.2343506,0.21474749,0.23302405,0.2695125
1980-04-25,0.0,18.4,9.8,7,0.7774,0.27027878,0.2568967,5.0,4.0,2.0,1.0,8.0,7.0,1.9462,2.217,1.5282,1.6206,2.9645,2.0404,0.23090029,0.2624053,0.303335,0.1929191,0.198335,0.24084246,0.24544975,0.26707914,0.27326435,0.21106306,0.22728236,0.25879353
1980-04-26,6.1,18.6,12.1,7,0.6855,0.35322076,0.26943836,5.0,4.0,2.0,1.0,8.0,7.0,1.7765,2.2958,1.5498,1.6266,2.4393,2.1177,0.23039252,0.2557054,0.31024754,0.1847645,0.19488153,0.22817415,0.24237062,0.26175267,0.28891745,0.20778981,0.22390261,0.25038525
1980-04-27,40.9,19.6,12.4,8,0.6309,0.33842638,0.31185588,6.0,4.0,3.0,1.0,8.0,7.0,1.5245,2.2475,1.7848,1.6315,2.2477,2.0411,0.25225472,0.24579957,0.2914206,0.17578325,0.18670735,0.2178613,0.24086611,0.25684145,0.28402105,0.20410535,0.21871907,0.24301773
1980-04-28,0.0,17.6,11.9,8,0.8613,0.34425348,0.31901175,6.0,5.0,3.0,1.0,8.0,7.0,1.2528,2.1661,2.0046,1.5024,2.0332,2.226,0.30453652,0.23792471,0.27816343,0.29112965,0.1878599,0.20713302,0.25338078,0.25297368,0.2777199,0.20531328,0.21683842,0.23620835
1980-04-29,7.9,13.1,9.0,1,0.8475,0.33016127,0.33071214,6.0,5.0,4.0,2.0,1.0,8.0,0.9671,1.9352,2.0315,1.3541,1.7324,2.5651,0.27902085,0.23152411,0.27206916,0.2947342,0.20129332,0.2029718,0.25661224,0.24742071,0.2727062,0.2343506,0.21474749,0.23302405
1980-04-30,0.0,13.0,2.1,1,0.9853,0.3114029,0.3149768,7.0,5.0,4.0,2.0,1.0,8.0,0.7774,1.9462,2.217,1.5282,1.6206,2.9645,0.27027878,0.23090029,0.2624053,0.303335,0.1929191,0.198335,0.2568967,0.24544975,0.26707914,0.27326435,0.21106306,0.22728236
1980-05-01,0.0,13.2,4.2,1,0.9723,0.3005641,0.3039828,7.0,5.0,4.0,2.0,1.0,8.0,0.6855,1.7765,2.2958,1.5498,1.6266,2.4393,0.35322076,0.23039252,0.2557054,0.31024754,0.1847645,0.19488153,0.26943836,0.24237062,0.26175267,0.28891745,0.20778981,0.22390261
1980-05-02,,12.0,1.7,1,0.7896,0.30398682,0.29880598,8.0,6.0,4.0,3.0,1.0,8.0,0.6309,1.5245,2.2475,1.7848,1.6315,2.2477,0.33842638,0.25225472,0.24579957,0.2914206,0.17578325,0.18670735,0.31185588,0.24086611,0.25684145,0.28402105,0.20410535,0.21871907
1980-05-03,0.0,13.8,-0.8,2,0.7233,0.29796666,0.29650068,8.0,6.0,5.0,3.0,1.0,8.0,0.8613,1.2528,2.1661,2.0046,1.5024,2.0332,0.34425348,0.30453652,0.23792471,0.27816343,0.29112965,0.1878599,0.31901175,0.25338078,0.25297368,0.2777199,0.20531328,0.21683842
1980-05-04,0.0,18.4,2.5,3,0.6983,0.28780347,0.29080483,1.0,6.0,5.0,4.0,2.0,1.0,0.8475,0.9671,1.9352,2.0315,1.3541,1.7324,0.33016127,0.27902085,0.23152411,0.27206916,0.2947342,0.20129332,0.33071214,0.25661224,0.24742071,0.2727062,0.2343506,0.21474749
1980-05-05,0.0,13.2,7.7,3,0.7541,0.28334293,0.28522763,1.0,7.0,5.0,4.0,2.0,1.0,0.9853,0.7774,1.9462,2.217,1.5282,1.6206,0.3114029,0.27027878,0.23090029,0.2624053,0.303335,0.1929191,0.3149768,0.2568967,0.24544975,0.26707914,0.27326435,0.21106306
1980-05-06,22.1,14.5,5.7,3,0.5665,0.3100657,0.29126725,1.0,7.0,5.0,4.0,2.0,1.0,0.9723,0.6855,1.7765,2.2958,1.5498,1.6266,0.3005641,0.35322076,0.23039252,0.2557054,0.31024754,0.1847645,0.3039828,0.26943836,0.24237062,0.26175267,0.28891745,0.20778981
1980-05-07,0.0,16.9,4.1,3,0.4151,0.29402924,0.28950793,1.0,8.0,6.0,4.0,3.0,1.0,0.7896,0.6309,1.5245,2.2475,1.7848,1.6315,0.30398682,0.33842638,0.25225472,0.24579957,0.2914206,0.17578325,0.29880598,0.31185588,0.24086611,0.25684145,0.28402105,0.20410535
1980-05-08,0.0,18.9,3.9,3,0.3539,0.28357092,0.2854258,2.0,8.0,6.0,5.0,3.0,1.0,0.7233,0.8613,1.2528,2.1661,2.0046,1.5024,0.29796666,0.34425348,0.30453652,0.23792471,0.27816343,0.29112965,0.29650068,0.31901175,0.25338078,0.25297368,0.2777199,0.20531328
1980-05-09,0.0,21.4,10.2,5,0.3443,0.27544987,0.28054693,3.0,1.0,6.0,5.0,4.0,2.0,0.6983,0.8475,0.9671,1.9352,2.0315,1.3541,0.28780347,0.33016127,0.27902085,0.23152411,0.27206916,0.2947342,0.29080483,0.33071214,0.25661224,0.24742071,0.2727062,0.2343506
1980-05-10,0.3,17.4,11.6,5,0.473,0.27448615,0.27734378,3.0,1.0,7.0,5.0,4.0,2.0,0.7541,0.9853,0.7774,1.9462,2.217,1.5282,0.28334293,0.3114029,0.27027878,0.23090029,0.2624053,0.303335,0.28522763,0.3149768,0.2568967,0.24544975,0.26707914,0.27326435
1980-05-11,0.0,16.4,9.7,6,0.5262,0.2803175,0.27557236,3.0,1.0,7.0,5.0,4.0,2.0,0.5665,0.9723,0.6855,1.7765,2.2958,1.5498,0.3100657,0.3005641,0.35322076,0.23039252,0.2557054,0.31024754,0.29126725,0.3039828,0.26943836,0.24237062,0.26175267,0.28891745
1980-05-12,0.0,23.6,14.3,6,0.1614,0.2735224,0.27402875,3.0,1.0,8.0,6.0,4.0,3.0,0.4151,0.7896,0.6309,1.5245,2.2475,1.7848,0.29402924,0.30398682,0.33842638,0.25225472,0.24579957,0.2914206,0.28950793,0.29880598,0.31185588,0.24086611,0.25684145,0.28402105
1980-05-13,3.0,17.0,12.7,2,0.262,0.3043113,0.27360407,3.0,2.0,8.0,6.0,5.0,3.0,0.3539,0.7233,0.8613,1.2528,2.1661,2.0046,0.28357092,0.29796666,0.34425348,0.30453652,0.23792471,0.27816343,0.2854258,0.29650068,0.31901175,0.25338078,0.25297368,0.2777199
1980-05-14,3.0,14.6,13.0,3,0.4209,0.3334581,0.28539345,5.0,3.0,1.0,6.0,5.0,4.0,0.3443,0.6983,0.8475,0.9671,1.9352,2.0315,0.27544987,0.28780347,0.33016127,0.27902085,0.23152411,0.27206916,0.28054693,0.29080483,0.33071214,0.25661224,0.24742071,0.2727062
1980-05-15,13.0,13.7,5.9,3,0.3261,0.319012,0.31401017,5.0,3.0,1.0,7.0,5.0,4.0,0.473,0.7541,0.9853,0.7774,1.9462,2.217,0.27448615,0.28334293,0.3114029,0.27027878,0.23090029,0.2624053,0.27734378,0.28522763,0.3149768,0.2568967,0.24544975,0.26707914
1980-05-16,1.0,15.4,0.8,4,0.2784,0.30428475,0.30631775,6.0,3.0,1.0,7.0,5.0,4.0,0.5262,0.5665,0.9723,0.6855,1.7765,2.2958,0.2803175,0.3100657,0.3005641,0.35322076,0.23039252,0.2557054,0.27557236,0.29126725,0.3039828,0.26943836,0.24237062,0.26175267
1980-05-17,0.0,17.6,11.9,4,0.2927,0.29440132,0.29927784,6.0,3.0,1.0,8.0,6.0,4.0,0.1614,0.4151,0.7896,0.6309,1.5245,2.2475,0.2735224,0.29402924,0.30398682,0.33842638,0.25225472,0.24579957,0.27402875,0.28950793,0.29880598,0.31185588,0.24086611,0.25684145
1980-05-18,0.0,20.0,10.5,4,0.1538,0.28720903,0.29465508,2.0,3.0,2.0,8.0,6.0,5.0,0.262,0.3539,0.7233,0.8613,1.2528,2.1661,0.3043113,0.28357092,0.29796666,0.34425348,0.30453652,0.23792471,0.27360407,0.2854258,0.29650068,0.31901175,0.25338078,0.25297368
1980-05-19,0.0,18.7,10.8,2,0.266,0.2830408,0.2915126,3.0,5.0,3.0,1.0,6.0,5.0,0.4209,0.3443,0.6983,0.8475,0.9671,1.9352,0.3334581,0.27544987,0.28780347,0.33016127,0.27902085,0.23152411,0.28539345,0.28054693,0.29080483,0.33071214,0.25661224,0.24742071
1980-05-20,14.0,14.9,9.8,2,0.4853,0.32786736,0.3097757,3.0,5.0,3.0,1.0,7.0,5.0,0.3261,0.473,0.7541,0.9853,0.7774,1.9462,0.319012,0.27448615,0.28334293,0.3114029,0.27027878,0.23090029,0.31401017,0.27734378,0.28522763,0.3149768,0.2568967,0.24544975
1980-05-21,0.0,18.1,8.2,2,0.7051,0.31493187,0.31086904,4.0,6.0,3.0,1.0,7.0,5.0,0.2784,0.5262,0.5665,0.9723,0.6855,1.7765,0.30428475,0.2803175,0.3100657,0.3005641,0.35322076,0.23039252,0.30631775,0.27557236,0.29126725,0.3039828,0.26943836,0.24237062
1980-05-22,0.0,20.0,8.3,2,0.9729,0.30262864,0.3047391,4.0,6.0,3.0,1.0,8.0,6.0,0.2927,0.1614,0.4151,0.7896,0.6309,1.5245,0.29440132,0.2735224,0.29402924,0.30398682,0.33842638,0.25225472,0.29927784,0.27402875,0.28950793,0.29880598,0.31185588,0.24086611
1980-05-23,0.0,19.2,13.7,2,0.9912,0.2932222,0.298566,4.0,2.0,3.0,2.0,8.0,6.0,0.1538,0.262,0.3539,0.7233,0.8613,1.2528,0.28720903,0.3043113,0.28357092,0.29796666,0.34425348,0.30453652,0.29465508,0.27360407,0.2854258,0.29650068,0.31901175,0.25338078
1980-05-24,0.0,16.3,3.5,2,0.9081,0.28601032,0.29337168,2.0,3.0,5.0,3.0,1.0,6.0,0.266,0.4209,0.3443,0.6983,0.8475,0.9671,0.2830408,0.3334581,0.27544987,0.28780347,0.33016127,0.27902085,0.2915126,0.28539345,0.28054693,0.29080483,0.33071214,0.25661224
1980-05-25,0.0,17.0,4.3,2,0.9583,0.2804252,0.2884645,2.0,3.0,5.0,3.0,1.0,7.0,0.4853,0.3261,0.473,0.7541,0.9853,0.7774,0.32786736,0.319012,0.27448615,0.28334293,0.3114029,0.27027878,0.3097757,0.31401017,0.27734378,0.28522763,0.3149768,0.2568967
1980-05-26,,19.1,12.0,2,0.9021,0.2749589,0.283986,2.0,4.0,6.0,3.0,1.0,7.0,0.7051,0.2784,0.5262,0.5665,0.9723,0.6855,0.31493187,0.30428475,0.2803175,0.3100657,0.3005641,0.35322076,0.31086904,0.30631775,0.27557236,0.29126725,0.3039828,0.26943836
1980-05-27,0.0,18.8,10.1,2,1.004,0.27891034,0.28140432,2.0,4.0,6.0,3.0,1.0,8.0,0.9729,0.2927,0.1614,0.4151,0.7896,0.6309,0.30262864,0.29440132,0.2735224,0.29402924,0.30398682,0.33842638,0.3047391,0.29927784,0.27402875,0.28950793,0.29880598,0.31185588
1980-05-28,0.0,16.5,4.9,2,1.2203,0.28816855,0.28302884,2.0,4.0,2.0,3.0,2.0,8.0,0.9912,0.1538,0.262,0.3539,0.7233,0.8613,0.2932222,0.28720903,0.3043113,0.28357092,0.29796666,0.34425348,0.298566,0.29465508,0.27360407,0.2854258,0.29650068,0.31901175
1980-05-29,2.0,12.8,4.2,2,1.1978,0.27794102,0.2809244,2.0,2.0,3.0,5.0,3.0,1.0,0.9081,0.266,0.4209,0.3443,0.6983,0.8475,0.28601032,0.2830408,0.3334581,0.27544987,0.28780347,0.33016127,0.29337168,0.2915126,0.28539345,0.28054693,0.29080483,0.33071214
1980-05-30,0.5,18.2,7.5,2,1.2104,0.28030768,0.28014517,2.0,2.0,3.0,5.0,3.0,1.0,0.9583,0.4853,0.3261,0.473,0.7541,0.9853,0.2804252,0.32786736,0.319012,0.27448615,0.28334293,0.3114029,0.2884645,0.3097757,0.31401017,0.27734378,0.28522763,0.3149768
1980-05-31,2.0,12.9,4.2,2,1.1355,0.2968155,0.28145826,2.0,2.0,4.0,6.0,3.0,1.0,0.9021,0.7051,0.2784,0.5262,0.5665,0.9723,0.2749589,0.31493187,0.30428475,0.2803175,0.3100657,0.3005641,0.283986,0.31086904,0.30631775,0.27557236,0.29126725,0.3039828
1980-06-01,0.0,10.1,2.0,2,1.2696,0.28295967,0.28139085,2.0,2.0,4.0,6.0,3.0,1.0,1.004,0.9729,0.2927,0.1614,0.4151,0.7896,0.27891034,0.30262864,0.29440132,0.2735224,0.29402924,0.30398682,0.28140432,0.3047391,0.29927784,0.27402875,0.28950793,0.29880598
1980-06-02,0.3,7.2,1.7,2,1.2425,0.2848102,0.27992138,2.0,2.0,4.0,2.0,3.0,2.0,1.2203,0.9912,0.1538,0.262,0.3539,0.7233,0.28816855,0.2932222,0.28720903,0.3043113,0.28357092,0.29796666,0.28302884,0.298566,0.29465508,0.27360407,0.2854258,0.29650068
1980-06-03,0.0,8.0,-2.5,2,1.121,0.28211066,0.27989307,2.0,2.0,2.0,3.0,5.0,3.0,1.1978,0.9081,0.266,0.4209,0.3443,0.6983,0.27794102,0.28601032,0.2830408,0.3334581,0.27544987,0.28780347,0.2809244,0.29337168,0.2915126,0.28539345,0.28054693,0.29080483
1980-06-04,0.0,13.5,-0.8,2,0.903,0.2742484,0.27770373,2.0,2.0,2.0,3.0,5.0,3.0,1.2104,0.9583,0.4853,0.3261,0.473,0.7541,0.28030768,0.2804252,0.32786736,0.319012,0.27448615,0.28334293,0.28014517,0.2884645,0.3097757,0.31401017,0.27734378,0.28522763
1980-06-05,0.0,15.4,5.3,2,0.7833,0.26794428,0.27474728,2.0,2.0,2.0,4.0,6.0,3.0,1.1355,0.9021,0.7051,0.2784,0.5262,0.5665,0.2968155,0.2749589,0.31493187,0.30428475,0.2803175,0.3100657,0.28145826,0.283986,0.31086904,0.30631775,0.27557236,0.29126725
1980-06-06,0.0,14.5,5.7,3,0.5096,0.2678981,0.27287877,2.0,2.0,2.0,4.0,6.0,3.0,1.2696,1.004,0.9729,0.2927,0.1614,0.4151,0.28295967,0.27891034,0.30262864,0.29440132,0.2735224,0.29402924,0.28139085,0.28140432,0.3047391,0.29927784,0.27402875,0.28950793
1980-06-07,0.0,14.8,6.4,4,0.5214,0.26608956,0.27152526,2.0,2.0,2.0,4.0,2.0,3.0,1.2425,1.2203,0.9912,0.1538,0.262,0.3539,0.2848102,0.28816855,0.2932222,0.28720903,0.3043113,0.28357092,0.27992138,0.28302884,0.298566,0.29465508,0.27360407,0.2854258
1980-06-08,1.0,13.8,8.3,4,0.7689,0.29117164,0.2718407,2.0,2.0,2.0,2.0,3.0,5.0,1.121,1.1978,0.9081,0.266,0.4209,0.3443,0.28211066,0.27794102,0.28601032,0.2830408,0.3334581,0.27544987,0.27989307,0.2809244,0.29337168,0.2915126,0.28539345,0.28054693
1980-06-09,0.0,10.0,4.1,4,0.9072,0.28331634,0.27518004,2.0,2.0,2.0,2.0,3.0,5.0,0.903,1.2104,0.9583,0.4853,0.3261,0.473,0.2742484,0.28030768,0.2804252,0.32786736,0.319012,0.27448615,0.27770373,0.28014517,0.2884645,0.3097757,0.31401017,0.27734378
1980-06-10,1.0,8.7,4.2,4,0.934,0.2788166,0.27522993,2.0,2.0,2.0,2.0,4.0,6.0,0.7833,1.1355,0.9021,0.7051,0.2784,0.5262,0.26794428,0.2968155,0.2749589,0.31493187,0.30428475,0.2803175,0.27474728,0.28145826,0.283986,0.31086904,0.30631775,0.27557236
1980-06-11,1.0,10.4,4.7,4,0.8258,0.2746876,0.27291924,3.0,2.0,2.0,2.0,4.0,6.0,0.5096,1.2696,1.004,0.9729,0.2927,0.1614,0.2678981,0.28295967,0.27891034,0.30262864,0.29440132,0.2735224,0.27287877,0.28139085,0.28140432,0.3047391,0.29927784,0.27402875
1980-06-12,3.0,10.2,6.8,4,0.6818,0.27386373,0.27250534,4.0,2.0,2.0,2.0,4.0,2.0,0.5214,1.2425,1.2203,0.9912,0.1538,0.262,0.26608956,0.2848102,0.28816855,0.2932222,0.28720903,0.3043113,0.27152526,0.27992138,0.28302884,0.298566,0.29465508,0.27360407
1980-06-13,1.0,12.2,1.3,4,0.2198,0.2711362,0.27155358,4.0,2.0,2.0,2.0,2.0,3.0,0.7689,1.121,1.1978,0.9081,0.266,0.4209,0.29117164,0.28211066,0.27794102,0.28601032,0.2830408,0.3334581,0.2718407,0.27989307,0.2809244,0.29337168,0.2915126,0.28539345
1980-06-14,104.9,15.4,2.1,1,0.2298,0.2671862,0.27040768,4.0,2.0,2.0,2.0,2.0,3.0,0.9072,0.903,1.2104,0.9583,0.4853,0.3261,0.28331634,0.2742484,0.28030768,0.2804252,0.32786736,0.319012,0.27518004,0.27770373,0.28014517,0.2884645,0.3097757,0.31401017
1980-06-15,0.0,13.7,9.2,1,0.4747,0.26102337,0.2687926,4.0,2.0,2.0,2.0,2.0,4.0,0.934,0.7833,1.1355,0.9021,0.7051,0.2784,0.2788166,0.26794428,0.2968155,0.2749589,0.31493187,0.30428475,0.27522993,0.27474728,0.28145826,0.283986,0.31086904,0.30631775
1980-06-16,4.1,15.9,7.0,2,0.8144,0.2581504,0.2667003,4.0,3.0,2.0,2.0,2.0,4.0,0.8258,0.5096,1.2696,1.004,0.9729,0.2927,0.2746876,0.2678981,0.28295967,0.27891034,0.30262864,0.29440132,0.27291924,0.27287877,0.28139085,0.28140432,0.3047391,0.29927784
1980-06-17,0.0,16.2,3.9,2,1.1701,0.26501954,0.26695782,4.0,4.0,2.0,2.0,2.0,4.0,0.6818,0.5214,1.2425,1.2203,0.9912,0.1538,0.27386373,0.26608956,0.2848102,0.28816855,0.2932222,0.28720903,0.27250534,0.27152526,0.27992138,0.28302884,0.298566,0.29465508
1980-06-18,,12.1,5.2,2,1.232,0.26095483,0.26643878,4.0,4.0,2.0,2.0,2.0,2.0,0.2198,0.7689,1.121,1.1978,0.9081,0.266,0.2711362,0.29117164,0.28211066,0.27794102,0.28601032,0.2830408,0.27155358,0.2718407,0.27989307,0.2809244,0.29337168,0.2915126
1980-06-19,0.0,10.0,-4.6,3,1.2484,0.2575503,0.2649221,1.0,4.0,2.0,2.0,2.0,2.0,0.2298,0.9072,0.903,1.2104,0.9583,0.4853,0.2671862,0.28331634,0.2742484,0.28030768,0.2804252,0.32786736,0.27040768,0.27518004,0.27770373,0.28014517,0.2884645,0.3097757
1980-06-20,0.0,11.3,-2.4,3,1.111,0.2553725,0.26330304,1.0,4.0,2.0,2.0,2.0,2.0,0.4747,0.934,0.7833,1.1355,0.9021,0.7051,0.26102337,0.2788166,0.26794428,0.2968155,0.2749589,0.31493187,0.2687926,0.27522993,0.27474728,0.28145826,0.283986,0.31086904
1980-06-21,,12.7,3.8,3,1.0244,0.25197217,0.26169202,2.0,4.0,3.0,2.0,2.0,2.0,0.8144,0.8258,0.5096,1.2696,1.004,0.9729,0.2581504,0.2746876,0.2678981,0.28295967,0.27891034,0.30262864,0.2667003,0.27291924,0.27287877,0.28139085,0.28140432,0.3047391
1980-06-22,0.0,16.8,7.6,3,1.0761,0.25009227,0.2595525,2.0,4.0,4.0,2.0,2.0,2.0,1.1701,0.6818,0.5214,1.2425,1.2203,0.9912,0.26501954,0.27386373,0.26608956,0.2848102,0.28816855,0.2932222,0.26695782,0.27250534,0.27152526,0.27992138,0.28302884,0.298566
1980-06-23,0.0,15.7,9.8,3,0.8921,0.24783331,0.258199,2.0,4.0,4.0,2.0,2.0,2.0,1.232,0.2198,0.7689,1.121,1.1978,0.9081,0.26095483,0.2711362,0.29117164,0.28211066,0.27794102,0.28601032,0.26643878,0.27155358,0.2718407,0.27989307,0.2809244,0.29337168
